Car,Model,Volume,Weight,CO2
Nissan,Sentra 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1474,196
Honda,Civic IMA Hybrid 1.5 Lts. DOHC Sedan 4P. T/A (CVT). Vehículo Eléctrico Híbrido,1500,1474,104
Kia,Morning 1.0 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1000,1814,119
Chery,Destiny 2.0 Lts. DOHC Station Wagon 5P. T/M Motot Otto,2000,1134,217
Kia,Morning 1.2 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1200,1814,138
Kia,Carens 2.0 Lts. DOHC Sattion Wagon 5P. T/M Motor Otto,2000,1247,225
MG,350 1.5 Lts. DOHC Sedan 4P. T/M Motor Otto,1500,1701,202
MG,MG 5 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1814,202
MG,550 1.8 Lts. Turbo DOHC Sedan 4P. T/M Motor Otto,1800,1701,216
MG,MG6 1.8 Lts. Turbo DOHC Hatch Back 5P. T/M Motor Otto,1800,1814,216
MG,550 1.8 Lts. Turbo DOHC Sedan 4P. T/A Motor Otto,1800,1701,231
MG,MG6 1.8 Lts. Turbo DOHC Hatch Back 5P. T/A Motor Otto,1800,1814,231
Honda,Fit 1.3 Lts. LX SOHC Hatch Back 5P. T/A Motor Otto,1300,1247,167
ZNA Dongfeng,Succe ZN6440V1B4 1.6 Lts. Mini Van 5P. T/M Motor Otto,1600,1474,209
ZNA Dongfeng,H30 Cross 1.6 Lts. Station Wagon 5P. T/M Motor Otto,1600,1247,209
ZNA Dongfeng,H30 1.6 Lts. Hatch Back 5P. T/M Motor Otto,1600,1247,209
ZNA Dongfeng,S30 1.6 Lts. Sedan 4P. T/M Motor Otto,1600,1474,209
Chevrolet,Spark LT HB 1.0 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1000,1474,153
Chevrolet,Orlando 2.0 Lts. DOHC Station Wagon 5P. T/M Motor Diesel,2000,1814,160
Chevrolet,Spark SE 0.8 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1000,1474,139
Honda,Civic EX 1.8 Lts. SOHC Sedan 4P. T/A Motor Otto,1800,1474,176
Honda,Civic EX 1.8 Lts. SOHC Sedan 4P. T/M Motor Otto,1800,1474,161
Hyundai,i10 PA F/L 1.2 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1200,1247,137
Hyundai,i10 PA F/L 1.2 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1200,1247,153
Opel,Insignia OPC Sport Tourer 2.8 Lts. DOHC Station Wagon 5P. 4x4 T/M Motor Otto,2800,1588,259
Opel,Insignia OPC Sport Tourer 2.8 Lts. DOHC Sedan 4P. 4x4 T/M Motor Otto,2800,1588,259
Brilliance,FSV 1.5 Lts. DOHC Sedan 4P. T/M Motor Otto,1500,1247,152
Opel,Astra Sport Tourer 1.6 Lts. Turbo DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,166
Opel,Astra GTC 1.6 Lts. Turbo DOHC Hatch Back 3P. T/M Motor Otto,1600,1474,166
Opel,Astra NB 1.6 Lts. Turbo DOHC Sedan 4P. T/M Motor Otto,1600,1474,166
Audi,R8 Spyder 5.2 Lts. FSI DOHC Cabrio 2P. 4x4 T/A Motor BUJ Otto,5200,1474,332
Audi,R8 Spyder 5.2 Lts. FSI DOHC Coupe 2P. 4x4 T/A Motor BUJ Otto,5200,1474,326
Volkswagen,Bora 2.0 Lts. SOHC Sedan 4P. T/M Motor CBPA Otto,2000,1474,193
Volkswagen,Bora 2.0 Lts. SOHC Sedan 4P. T/A Motor CBPA Otto,2000,1474,205
Hyundai,Genesis BK 3.8 Lts. DOHC Coupe 3P. T/M Motor Otto,3800,1247,256
Citroen,C5 1.6 Lts. Turbo SOHC Sedan 4P. T/A Motor Otto,1600,1247,187
Volkswagen,Voyage (Gol) 1.6 Lts. SOHC Sedan 4P. T/M Motor CFZ Otto,1600,1474,173
Volkswagen,Gol 1.6 Lts. SOHC Hatch Back 5P. T/M Motor CFZ Otto,1600,1247,173
Volkswagen,Gol 1.6 Lts. SOHC Station Wagon 5P. T/M Motor CFZ Otto,1600,1247,173
Volkswagen,Gol 1.6 Lts. Saveiro SOHC Pick Up Cabina Simple 2P. T/M Motor CFZ Otto,1600,1247,173
Volkswagen,Gol 1.6 Lts. Saveiro SOHC Pick Up Cabina Extendida 4P. T/M Motor CFZ Otto,1600,1247,173
Mitsubishi,Outlander K2 2.4 Lts. DOHC Station Wagon 5P. 4x4 T/A (CVT) Motor Otto,2400,1474,239
Mitsubishi,Outlander K2 2.4 Lts. DOHC Station Wagon 5P. 4x2 T/A (CVT) Motor Otto,2400,1474,239
Honda,Accord EX 3.5 Lts. V6 DOHC Sedan 4P. T/A Motor Otto,3500,1474,236
Audi,A7 3.0 Lts. T-FSI DOHC Sportback 5P. 4x4 T/A Motor CGW Otto,3000,1474,192
Citroen,C3 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,1474,166
Honda,Accord EXL 2.4 Lts. DOHC Sedan 4P. T/A Motor Otto,2400,1474,200
M. Benz,S 500 CGI 4.7 Lts. DOHC Sedan 4 P. T/A Motor Otto,4700,1474,245
M. Benz,S 500 CGI L 4.7 Lts. DOHC Sedan 4 P. T/A Motor Otto,4700,1474,245
M. Benz,S 500 4Matic 4.7 Lts. DOHC Sedan Largo 4 P. T/A Motor Otto,4700,1474,245
Honda,Fit LX 1.3 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1300,1247,145
M. Benz,S 350 CGI 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1474,210
Opel,Zafira 1.8 DOHC Station Wagon 5P. MTA Motor Otto,1800,1247,165
Volkswagen,Gol 1.6 Lts. SOHC Sedan 4P. T/A Motor CFZA Otto,1600,1247,173
Volkswagen,Gol 1.6 Lts. SOHC Hatch Back 5. T/A Motor CFZA Otto,1600,1247,173
Opel,Meriva 1.4 Lts. Turbo DOHC Station Wagon 5P. T/M Motor Otto,1400,1814,162
Chevrolet,Captiva 2.2D Lts. DOHC Station Wagon 5P. AWD T/A Motor Diesel,2200,1247,221
Chevrolet,Captiva 2.2D Lts. DOHC Station Wagon 5P. FWD T/A Motor Diesel,2200,1247,216
Alfa Romeo,Mito 1.4 Lts. SOHC Hatch Back 3P. T/A Motor Otto,1400,1814,130
Fiat,500 Pop 1.2 Lts. SOHC Hatch Back 3P. T/M Motor Otto,1200,1701,119
Fiat,500 Pop Dualogic 1.2 Lts. SOHC Hatch Back 3P. T/M Motor Otto,1200,1701,119
Fiat,500 Pop 1.2 Lts. SOHC Cabriolet 3P. T/M Motor Otto,1200,1701,126
Fiat,500 Pop Dualogic 1.2 Lts. SOHC Cabriolet 3P. T/M Motor Otto,1200,1701,126
DFSK,Van 1.3 EQ6380 SOHC 5P. T/M Motor Otto,1300,1474,192
DFSK,Passenger Van 1.3 Lts. SOHC Station Wagon 5P. T/M Motor Otto,1300,1474,192
Aston Martin,Vantage V12 5.9 DOHC Hatch Back 2P. T/M Motor Otto,5900,1474,388
Chery,Tiggo 1.6 Lts. MPI 16v DOHC Station Wagon 5P. T/M Motor Otto,1600,1474,180
Fiat,Grande Punto Dynamic JTD 1.2 Lts. DOHC Hatch Back 5P. T/M Motor Diesel,1200,1247,108
Chevrolet,Captiva 2.2D Lts. DOHC Station Wagon 5P. AWD T/M Motor Diesel,2200,1247,197
Chevrolet,Captiva 2.2D Lts. DOHC Station Wagon 5P. FWD T/M Motor Diesel,2200,1247,188
Brilliance,Splendor 1.8 Lts. DOHC Sedan 4P. T/M Motor Otto,1800,1474,215
Hyundai,Azera HG 3.0 Lts. V6 DOHC Sedan 4P. T/A Motor Otto,3000,1474,229
Lifan,Mini Van Foison 1.3 Lts. DOHC Station Wagon 5P. T/M Motor Otto,1300,1814,203
Lifan,520i 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1701,201
Lifan,520 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1701,201
Skoda,Yeti 1.2 Lts. TSI SOHC Station Wagon 5P. T/A Motor CBZB Otto,1200,1247,154
Lifan,520i 1.3 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1300,1701,201
Lifan,520i 1.3 Lts. DOHC Sedan 4P. T/M Motor Otto,1300,1701,201
Great Wall,Voleex C30 1.5 Lts. DOHC Sedan 4P. T/M Motro Otto,1500,1474,168
Peugeot,207 Premium X Line 1.4 Lts. 75HP SOHC Hatch Back 5P. T/M Motor Otto,1400,1701,147
M. Benz,E500 5.5 Lts. DOHC Cabriolet 2P. T/A Motor Otto,5500,1134,259
Peugeot,3008 Confort 1.6 Lts. VTi 120HP DOHC Station Wagon Tipo SUV 5P. T/M Motor Otto,1600,1701,167
Citroen,C4 Picasso 1.6 Lts. Hdi SOHC Sattion Wagon 5P. (7 Pasajeros) T/M Motor Diesel,1600,1247,142
Citroen,C4 Picasso 1.6 Lts. Hdi SOHC Sattion Wagon 5P. (5 Pasajeros) T/M Motor Diesel,1600,1247,142
Volvo,S80 T6 3.0 Lts. DOHC Sedan 4P. AWD T/A Motor Otto,3000,1474,239
Volkswagen,Passat CC 2.0 Lts. T-FSI DOHC Sedan 4P. T/A Motor CCZB Otto,2000,1474,187
Audi,A4 2.0 Lts. TDI DOHC Sedan 4P. T/A Motor CAGA Diesel,2000,1474,149
Audi,A4 Avant 2.0 Lts. TDI DOHC Station Wagon 5P. T/A Motor CAGA Diesel,2000,1474,149
Audi,Q5 3.0 Lts. TDI DOHC Station Wagon 5P. 4x4 T/A Motor CCWA Diesel,3000,1474,205
Volkswagen,Crossfox 1.6 Lts. SOHC Hatch Back 5P. T/M Motor CFZA Otto,1600,1134,194
Citroen,C4 1.6 Lts. Hdi SOHC Hatch Back 5P. T/M Motor Diesel,1600,1474,123
Audi,A1 1.4 Lts. T-FSI DOHC Hatch Back 3P. T/A Motor CAVG Otto,1400,1701,141
Audi,A1 1.4 Lts. T-FSI DOHC Hatch Back 5P. T/A Motor CAVG Otto,1400,1701,139
Peugeot,508 1.6 Lts. HDi 112HP Access SOHC Sedan 4P. T/M Motor Diesel,1600,1701,127
Peugeot,508 Confort 1.6 Lts. HDi 112HP SOHC CMP Sedan 4P. T/M Motor Diesel,1600,1701,127
Skoda,Yeti 1.4 Lts. TSI DOHC Station Wagon 5P. T/M Motor CAXA Otto,1400,1247,163
Skoda,Octavia 1.4 Lts. TSI DOHC Sedan 5P. T/M Motor CAXA Otto,1400,1814,158
Opel,Corsa OPC 1.6T Lts. DOHC Hatch Back 3P. T/M Motor Otto,1600,1134,171
Peugeot,508 2.0 Lts. HDi 163HP Active DOHC Sedan 4P. T/A Motor Diesel,2000,1701,148
Citroen,C5 2.0 Lts. HDi SOHC Sedan 4P. T/M Motor Diesel,2000,1247,152
Citroen,C5 Break 2.0 Lts. HDi SOHC Station 5P. T/M Motor Diesel,2000,1247,152
Opel,Corsa 1.4 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1400,1134,134
Opel,Corsa 1.4 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1400,1134,134
Peugeot,508 1.6 Lts. Active 156HP DOHC Sedan 4P. T/A Motor Otto,1600,1701,180
Peugeot,Limited 1.6 Lts. THP 156HP DOHC Sedan 4P. T/A Motor Otto,1600,1814,180
Nissan,March 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,1814,170
Volvo,V60 T5 Plus 2.0T Lts. DOHC Station Wagon 5P. T/A Motor Otto,2000,1474,198
Nissan,March 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1814,161
MG,550 1.8 Lts. DVVT DOHC Sedan 4P. T/A Motor Otto,1800,1701,226
MG,6 1.8 Lts. DVVT DOHC Hatch Back 5P. T/A Motor Otto,1800,1701,226
MG,MG6 1.8 Lts. DVVT DOHC Sedan 4P. T/A Motor Otto,1800,1814,226
Chevrolet,Corvette 6.2 Lts. OHC V8 Coupe 2P. T/M Motor Otto,6200,1134,293
Chevrolet,Corvette 6.2 Lts. OHC V8 Convertible 2P. T/M Motor Otto,6200,1134,293
Citroen,C4 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,149
Chevrolet,Corvette 6.2 Lts. Grand Sport OHC V8 Coupe 2P. T/A Motor Otto,6200,1134,313
Chevrolet,Corvette 6.2 Lts. Grand Sport OHC V8 Convertible 2P. T/A Motor Otto,6200,1134,313
Brilliance,Splendor Wagon-Cross 2.0 Lts. DOHC Station Wagon 5P. T/M Motor Otto,2000,1474,211
Peugeot,207 Premium 150HP 1.6 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1600,1701,170
Audi,Q5 2.0 Lts. TDI DOHC Station Wagon 5P. 4x4 T/A Motor CGLB Diesel,2000,1474,184
MG,750 2.5 Lts. DOHC Sedan 4P. T/A Motor Otto,2500,1701,275
Audi,TTRS 2.5 Lts. T-FSI Quattro DOHC Coupé 3P. 4x4 T/A Motor CEPA Otto,2500,1474,197
Skoda,Octavia 1.4 Lts. TSI DOHC Sedan 5P. T/A Motor CAXA Otto,1400,1814,152
MG,350 S VTI 1.5 Lts. DOHC Sedan 4P. T/A Motor Otto,1500,1701,196
MG,MG5 1.5 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1500,1814,196
Opel,Insignia NB 2.0 DOHC Sedan 4P. T/A Motor Otto,2000,1588,205
Volkswagen,Suran 1.6 Lts. SOHC Station Wagon 5P. T/M Motor CFZ Otto,1600,1474,172
Volkswagen,Suran Cross 1.6 Lts. SOHC Station Wagon 5P. T/M Motor CFZ Otto,1600,1474,172
Toyota,Camry 2.5 Lts. DOHC Sedan 4P. T/A Motor Otto,2500,1247,188
Toyota,Camry 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1247,224
Fiat,Palio Weekend Trekking 1.4 Lts. SOHC Station Wagon 5P. T/M Motor Otto,1400,1474,190
Chrysler,Town & Country Touring SE 3.6 Lts. V6 DOHC Tipo Van (7 asientos) 5P. T/A Motor Otto,3600,1474,252
Chrysler,Town & Country Touring 3.6 Lts. V6 DOHC Tipo Van (7 asientos) 5P. T/A Motor Otto,3600,1474,252
Chrysler,Town & Country Touring LX SE 3.6 Lts. V6 DOHC Tipo Van (7 asientos) 5P. T/A Motor Otto,3600,1474,252
Chrysler,Town & Country Touring LX 3.6 Lts. V6 DOHC Tipo Van (7 asientos) 5P. T/A Motor Otto,3600,1474,252
BYD,F3 1.5 Lts. SOHC Sedan 4P. T/M Motor Otto,1500,1134,153
BYD,G3 1.5 Lts. SOHC Sedan 4P. T/M Motor Otto,1500,1247,153
BYD,F3R 1.5 Lts. SOHC Hatch Back 5P. T/M Motor Otto,1500,1134,153
BYD,New F3 1.5 Lts. SOHC Sedan 4P. T/M Motor Otto,1500,1814,153
Opel,Astra 1.6 DOHC Station Wagon 5P. T/A Motor Otto,1600,1474,171
Opel,Astra 1.6 DOHC Hatch Back 5P. T/A Motor Otto,1600,1474,171
Chevrolet,Sonic 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1474,178
Chevrolet,Sonic 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,1474,178
Hyundai,Elantra MD 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1134,157
Hyundai,Elantra JK 1.6 Lts. DOHC Coupe 2P. T/M Motor Otto,1600,1134,157
Hyundai,Elantra MD FL 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1134,157
Hyundai,Elantra MD 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1134,164
Hyundai,Elantra MD FL 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1134,164
Brilliance,FRV Cross 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1247,171
Peugeot,207 Compact X Line 1.4 Lts. HDI SOHC Hatch Back 5P. T/M Motor Diesel,1400,1701,106
Peugeot,207 Premium 1.6 Lts. HDI 92 HP SOHC Hatch Back 5P. T/M Motor Diesel,1600,1701,115
Kia,Rio UB 1.4 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1400,1474,163
Kia,Rio UB 1.4 Lts. DOHC Sedan 4P. T/A Motor Otto,1400,1474,163
Kia,Rio UB 1.4 Lts. OHC Hatch Back 3P. T/A Motor Otto,1400,1474,163
Kia,Rio UB 1.4 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1400,1474,151
Kia,Rio UB 1.4 Lts. DOHC Sedan 4P. T/M Motor Otto,1400,1474,151
Kia,Rio UB 1.4 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1400,1474,151
Opel,Astra 1.6 DOHC Station Wagon 5P. T/M Motor Otto,1600,1474,154
Opel,Astra 1.6 DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,154
Dodge,Charger R/T 5.7 Hemi MDS V8 OHV Sedan 4P. T/A Motor Otto,5700,1474,320
Dodge,Challenger SRT8 6.4 Hemi V8 OHV Sedan 2P. T/A Motor Otto,6400,1474,363
Citroen,C4 1.6 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1600,1474,159
Chevrolet,Sonic 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1474,165
Chevrolet,Sonic 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,165
M. Benz,SLK 200 1.8 Lts. DOHC Roadster 2P. T/A Motor Otto,1800,1474,163
M. Benz,CLS 63 AMG 5.5 Lts. DOHC Sedan 4P. T/A Motor Otto,5500,1474,233
M. Benz,E 63 AMG 5.5 Lts. DOHC Sedan 4P. T/A Motor Otto,5500,1134,233
BMW,M Coupé 3.0 Lts. DOHC 2P. T/M Motor Otto,3000,1814,224
Nissan,Versa (N17) 1.6 Lts. DOHC Sedan 4P. T/M Motor Otto,1600,1474,159
Nissan,Versa (N17) 1.6 Lts. DOHC Sedan 4P. T/A Motor Otto,1600,1474,166
Audi,A6 3.0 Lts. TDI DOHC Sedan 4P. 4x4 T/A Motor CDUC Diesel,3000,1474,162
Audi,A6 Avant 3.0 Lts. TDI DOHC Station Wagon 5P. 4x4 T/A Motor CDUC Diesel,3000,1474,162
Audi,A6 Allroad 3.0 Lts. TDI DOHC Station Wagon 5P. 4x4 T/A Motor CDUC Diesel,3000,1474,162
Lifan,X60 1.8 Lts. DOHC Statioon Wagon 5P. T/M Motor Otto,1800,1701,191
Kia,Soul 1.6 Lts. DOHC Station Wagon 5P. T/M Motor Otto,1600,1474,169
Fiat,Panda 1.2 Lts. SOHC MPI Hatch Back 5P. T/M Motor Otto,1200,1474,128
Hyundai,Accent RB 1.6 Lts. CRDi Sedan 4P. T/M Motor Diesel,1600,1474,134
Hyundai,Accent RB 1.6 Lts. CRDi Hatch Back 5P. T/M Motor Diesel,1600,1474,134
Kia,Soul 1.6 Lts. DOHC Station Wagon 5P. T/A Motor Otto,1600,1474,177
Skoda,Octavia 1.6 Lts. TDI DOHC Sedan 4P. T/A Motor CAYC Diesel,1600,1814,142
BMW,650I 4.4 Lts. DOHC Cabriolet 2P. T/A Motor Otto,4400,1701,214
BMW,650I 4.4 Lts. DOHC Coupe 2P. T/A Motor Otto,4400,1701,206
BMW,650I GC 4.4 Lts. DOHC Sedan 4P. T/A Motor Otto,4400,1701,206
BMW,640I 3.0 Lts. DOHC Cabriolet 2P. T/A Motor Otto,3000,1701,181
BMW,640I 3.0 Lts. DOHC Coupe 2P. T/A Motor Otto,3000,1701,177
BMW,640I GC 3.0 Lts. DOHC Sedan 4P. T/A Motor Otto,3000,1701,179
Peugeot,308 Confort Pack 1.6 Lts. Hdi SOHC Hatch Back 5P. T/M Motor Diesel,1600,1701,118
Peugeot,308 Active 1.6 Lts. eHdi SOHC Hatch Back 5P. T/M Pilotada Motor Diesel,1600,1701,120
Peugeot,Tepee Outdoor 1.6 Lts. HDi SWOHC 92 HP Station Wagon 5P. T/M Motor Diesel,1600,1474,149
Chevrolet,Cruze 2.0D Lts. DOHC Hatch Back 5P. T/M Motor Diesel,2000,1134,165
Chevrolet,Cruze 2.0D Lts. DOHC Sedan 4P. T/M Motor Diesel,2000,1134,165
Haima,2 1.3 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1300,1701,167
Haima,2 1.5 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1500,1701,171
Hyundai,Veloster FS 1.6 Lts. DOHC Hatch Back 4P. T/M Motor Otto,1600,1474,149
Hyundai,Veloster FS 1.6 Lts. DOHC Hatch Back 4P. T/A Motor Otto,1600,1474,163
Jac,J5 VVT 1.5 Lts. DOHC Sedan 4P. T/M Motor Otto,1500,1588,185
Volvo,XC60 T5 2.0 Lts. DOHC Station Wagon 5P. T/A Motor Otto,2000,1701,207
Volvo,XC60 D5 AWD 2.4 Lts. DOHC Station Wagon 5P. T/A Motor Diesel,2400,1701,180
Ford,Focus 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1247,177
Ford,Focus 2.0 Lts. DOHC Hatch Back 5P. T/A Motor Otto,2000,1247,177
Mini,Cooper D Countryman 1.6 Lts. All 4 DOHC Station Wagon 5P. 4WD T/M Motor Diesel,1600,1644,129
Mini,Cooper D Countryman 1.6 Lts. DOHC Station Wagon 5P. 2WD T/M Motor Diesel,1600,1644,129
Mini,Cooper D 1.6 Lts. DOHC Hatch Back 3P. 4x2 T/M Motor Diesel,1600,1644,99
Mini,Cooper SD Countryman 2.0 Lts. All 4 DOHC Station Wagon 5P. 4WD T/A Motor Diesel,2000,1644,160
Mini,Cooper SD Countryman 2.0 Lts. DOHC Station Wagon 5P. 2WD T/A Motor Diesel,2000,1644,160
Volkswagen,Passat B7 V6 3.6 Lts. FSI DOHC Sedan 4P. 4x4 T/A Motor BWS Otto},3600,1474,227
BMW,X3 Xdrive20d 2.0 Lts. DOHC Station Wagon 5P. 4x4 T/M Motor Diesel,2000,1701,149
Chrysler,300C 3.6 V6 DOHC Sedan 4P. T/A Motor Otto,3600,1701,247
Mini,Cooper SD Countryman 2.0 Lts. All 4 DOHC Station Wagon 5P. 4WD T/M Motor Diesel,2000,1644,130
Mini,Cooper SD Countryman 2.0 Lts. DOHC Station Wagon 5P. 2WD T/M Motor Diesel,2000,1644,130
Mini,Cooper D Countryman 2.0 Lts. All 4 DOHC Station Wagon 5P. 4WD T/A Motor Diesel,2000,1644,158
Mini,Cooper D Countryman 2.0 Lts. DOHC Station Wagon 5P. 2WD T/A Motor Diesel,2000,1644,158
Mini,Cooper D 2.0 Lts. DOHC Hatch Back 3P. T/A Motor Diesel,2000,1644,135
Mini,Cooper D 2.0 Lts. DOHC Coupe 3P. T/A 4x2 Motor Diesel,2000,1644,149
Mini,Paceman Cooper D ALL4 2.0 Lts. Coupé 3P. T/A 4x4 Motor Diesle,2000,1474,158
Mitsubishi,Lancer GLX 1.6 Lts. SOHC Sedan 4P. T/M Motor Otto,1600,1588,157
Toyota,Yaris 1.3 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1300,1247,146
Toyota,Yaris 1.3 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1300,1247,146
Toyota,Yaris 1.3 Lts. DOHC Hatch Back 5P. T/A Motor Otto,1300,1247,157
Toyota,Yaris 1.3 Lts. DOHC Hatch Back 3P. T/A Motor Otto,1300,1247,157
BMW,X1 xDrive20d 2.0 Lts. DOHC Station Wagon 5P. T/M Motor Diesel,2000,1701,139
Volvo,S40 DRIVe 1.6 Lts. TDI SOHC Sedan 4P. T/M Motor Diesel,1600,1474,102
Volvo,C30 DRIVe 1.6 Lts. TDI SOHC Hatch Back 3P. T/M Motor Diesel,1600,1474,102
Citroen,C4 Picasso 2.0 Lts. DOHC Station Wagon 5P. (7 Asientos) HDI T/M Motor Diesel,2000,1247,142
Citroen,C4 Picasso 2.0 Lts. DOHC Station Wagon 5P. (5 Asientos) HDI T/M Motor Diesel,2000,1247,142
Kia,Rio UB 1.2 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1200,1474,130
Kia,Rio UB 1.2 Lts. DOHC Sedan 4P. T/M Motor Otto,1200,1474,130
Kia,Rio UB 1.2 Lts. DOHC Hatch Back 3P. T/M Motor Otto,1200,1474,130
Honda,Fit Type S 1.5 Lts. SOHC Hatch Back 5P. T/A Motor Otto,1500,1247,172
Infiniti,G25 2.6 Lts. V6 DOHC Sedan 4P. T/A Motor Otto,2600,1247,235
Subaru,Tribeca 3.6 Lts. DOHC Station Wagon 5P. (7 Pasajeros) AWD T/A Motor Otto,3600,1474,293
Subaru,Tribeca 3.6 Lts. DOHC Station Wagon 5P. (5 Pasajeros) AWD T/A Motor Otto,3600,1474,293
Aston Martin,Virage 5.9 Lts. V12 DOHC Coupe 2P. T/A Motor Otto,5900,1474,349
Aston Martin,Virage Volante 5.9 Lts. V12 DOHC Convertible 2P. T/A Motor Otto,5900,1474,349
Infiniti,Q60 S 3.7 Lts. V6 DOHC Coupe 2P. T/A Motor Otto,3700,1474,259
Ford,Focus 2.0 Lts. DOHC Sedan 4P. T/M Motor Otto,2000,1247,177
Ford,Focus 2.0 Lts. DOHC Hatch Back 5P. T/M Motor Otto,2000,1247,177
Opel,Insignia OPC Sport Tourer 2.8 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto,2800,1588,268
Opel,Insignia OPC Sport Tourer 2.8 Lts. DOHC Sedan 4P. 4x4 T/A Motor Otto,2800,1588,268
M. Benz,E 350 3.5 Lts. DOHC Coupe 2P. T/A Motor Otto,3500,1134,213
M. Benz,E 350 3.5 Lts. DOHC Cabriolet 2P. T/A Motor Otto,3500,1134,213
M. Benz,C 350 3.5 Lts. DOHC Sedan 4P. T/A Motor Otto,3500,1474,213
M. Benz,C 350 BlueEfficiency 3.5 Lts. DOHC Coupé 2P. T/A Motor Otto,3500,1474,213
Renault,Laguna III 2.0 Lts. DOHC Hatch Back 5P. T/A Motor Otto,2000,1588,217
Infiniti,G37 X 3.7 Lts. V6 DOHC Sedan 4P. T/A 4x4 Motor Otto,3700,1247,258
Infiniti,Q60 C 3.7 Lts. V6 DOHC Convertible 2P. T/A 4x4 Motor Otto,3700,1474,258
Volvo,S60 T5 2.0 Lts. DOHC Sedan 4P. T/A Motor Otto,2000,1474,204
Geely,SL 1.8 Lts. DOHC Sedan 4P. T/M Motor Otto,1800,1474,188
Geely,SC7 1.8 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1800,1474,188
Jeep,Wrangler Unlimited Sahara 2.8 Lts. L-4 DOHC CRD Tipo Jeep 5P. (5 Astos.) 4x4 T/A Motor Diesel,2800,1474,217
Jeep,Wrangler Unlimited Sport 2.8 Lts. L-4 DOHC CRD Tipo Jeep 5P. (5 Astos.) 4x4 T/A Motor Diesel,2800,1474,217
Jeep,Wrangler Unlimited Rubicom 2.8 Lts. L-4 DOHC CRD Tipo Jeep 5P. (5 Astos.) 4x4 T/A Motor Diesel,2800,1474,217
Jeep,Wrangler Sport 2.8 Lts. L-4 DOHC CRD Tipo Jeep 3P. (4 Astos.) 4x4 T/A Motor Diesel,2800,1474,213
Jeep,Wrangler Sahara 2.8 Lts. L-4 DOHC CRD Tipo Jeep 3P. (4 Astos.) 4x4 T/A Motor Diesel,2800,1474,213
Jeep,Wrangler Ribicom 2.8 Lts. L-4 DOHC CRD Tipo Jeep 3P. (4 Astos.) 4x4 T/A Motor Diesel,2800,1474,213
Honda,City 1.5 Lts. DOHC Sedan 4P. T/A Motor Otto,1500,1474,175
Honda,City 1.5 Lts. DOHC Sedan 4P. T/M Motor Otto,1500,1474,168
Renault,Clio III 1.6 Lts. DOHC Hatch Back 5P. T/M Motor Otto,1600,1474,174
Skoda,Yeti 2.0 Lts. TDI DOHC Station Wagon 5P. T/M Motor CFHA Diesel,2000,1247,153
