id,fecha_inicio,mes_reclamo,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg
26083,2023-06-05 13:11:51,6,2023-06-05 13:13:41,7,7,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
26085,2023-06-05 15:44:53,6,2023-06-05 15:48:15,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
26087,2023-06-05 16:02:41,6,2023-06-05 16:04:50,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,Sí,No
26088,2023-06-05 16:25:29,6,2023-06-05 16:28:53,6,5,3,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,5,4,8,5,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
26089,2023-06-05 16:31:44,6,2023-06-05 16:38:04,1,1,1,3,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,2,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26090,2023-06-05 16:32:17,6,2023-06-05 16:36:29,7,5,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,5,7,10,5,Masculino.,Región de La Araucanía.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
26091,2023-06-05 16:35:25,6,2023-06-05 16:37:59,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26093,2023-06-05 16:56:25,6,2023-06-05 16:58:07,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Coquimbo.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
26094,2023-06-05 17:51:25,6,2023-06-05 17:54:03,7,4,2,6,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,6,6,6,9,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
26096,2023-06-05 20:20:58,6,2023-06-05 20:27:44,7,4,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,4,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No
26099,2023-06-05 21:47:36,6,2023-06-05 21:50:51,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26101,2023-06-05 22:54:18,6,2023-06-05 22:57:51,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
26104,2023-06-06 1:42:55,6,2023-06-06 1:44:16,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,3,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
26109,2023-06-06 8:04:41,6,2023-06-06 8:07:10,7,4,1,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No
26110,2023-06-06 9:53:52,6,2023-06-06 9:55:32,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
26111,2023-06-06 10:17:04,6,2023-06-06 10:19:21,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,1,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26113,2023-06-06 11:46:54,6,2023-06-06 12:35:28,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26114,2023-06-06 12:31:30,6,2023-06-06 12:32:45,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,18 a 29 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
26118,2023-06-06 14:10:34,6,2023-06-06 14:12:52,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,4,1,1,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26122,2023-06-06 15:33:38,6,2023-06-06 15:35:58,7,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
26124,2023-06-06 16:58:34,6,2023-06-06 17:06:26,2,2,2,5,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,1,3,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26125,2023-06-06 18:47:11,6,2023-06-06 18:49:05,4,1,1,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,4,4,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No
26128,2023-06-06 20:40:00,6,2023-06-06 20:54:05,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Entre $300.001 y $399.999,No,No
26132,2023-06-06 21:06:50,6,2023-06-06 21:08:29,7,6,4,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
26134,2023-06-06 22:47:51,6,2023-06-06 22:57:38,2,1,1,3,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,1,2,3,3,Femenino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
26135,2023-06-06 23:29:07,6,2023-06-06 23:30:54,1,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,1,5,4,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
26141,2023-06-07 6:06:23,6,2023-06-07 6:08:47,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,3,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
26142,2023-06-07 8:51:28,6,2023-06-07 8:52:58,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,$1.100.000 o más,No,No
26143,2023-06-07 9:45:10,6,2023-06-07 9:46:52,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No
26144,2023-06-07 9:59:41,6,2023-06-07 10:01:54,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
26145,2023-06-07 10:02:41,6,2023-06-07 10:04:49,1,1,1,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Entre $600.000 y $1.099.000,No,No
26146,2023-06-07 10:23:39,6,2023-06-07 10:33:48,4,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,4,1,1,5,4,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,No,No
26147,2023-06-07 10:32:35,6,2023-06-07 10:35:19,7,7,6,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Los Lagos.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Menos de $300.000,No,No
26150,2023-06-07 11:56:32,6,2023-06-07 11:59:00,7,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,18 a 29 años.,Asalariado/a,Menos de $300.000,No,No
26151,2023-06-07 11:58:42,6,2023-06-07 12:00:31,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
26152,2023-06-07 12:10:42,6,2023-06-07 12:12:59,7,7,7,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
26153,2023-06-07 12:59:49,6,2023-06-07 13:01:52,7,4,1,7,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
26154,2023-06-07 13:57:10,6,2023-06-07 14:00:22,4,1,1,3,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,1,1,1,1,Femenino.,Región de La Araucanía.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
26156,2023-06-07 14:57:52,6,2023-06-07 15:00:27,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
26158,2023-06-07 15:16:32,6,2023-06-07 15:18:52,5,4,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,5,5,Femenino.,Región del Biobío.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Menos de $300.000,No,No
26160,2023-06-07 16:34:14,6,2023-06-07 16:40:51,3,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,3,3,4,3,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
26161,2023-06-07 17:37:45,6,2023-06-07 17:43:35,7,6,3,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26162,2023-06-07 18:30:10,6,2023-06-07 18:34:39,7,7,6,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No
26163,2023-06-07 18:51:51,6,2023-06-07 18:59:44,5,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,1,1,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
26164,2023-06-07 19:09:03,6,2023-06-07 19:16:33,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,1,1,Masculino.,Región de La Araucanía.,Media completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
26166,2023-06-07 19:42:28,6,2023-06-07 19:44:17,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
26168,2023-06-07 20:28:33,6,2023-06-07 20:32:44,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
26172,2023-06-08 6:06:04,6,2023-06-08 6:14:56,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,2,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,Sí
26176,2023-06-08 9:07:41,6,2023-06-08 9:12:22,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
26177,2023-06-08 9:10:50,6,2023-06-08 9:16:06,5,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,4,5,4,Masculino.,Región del Biobío.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,Sí,No
26179,2023-06-08 9:18:57,6,2023-06-08 9:24:52,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,6,1,4,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Jubilado/a,Menos de $300.000,No,Sí
26180,2023-06-08 9:50:07,6,2023-06-08 9:52:05,7,7,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,5,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
26181,2023-06-08 9:53:43,6,2023-06-08 9:56:16,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
26182,2023-06-08 10:52:53,6,2023-06-08 10:56:08,6,6,6,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,Sí,No
26184,2023-06-08 11:12:10,6,2023-06-08 11:15:19,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26185,2023-06-08 11:42:55,6,2023-06-08 11:48:03,1,1,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,6,4,Femenino.,Región Metropolitana de Santiago.,Básica completa.,18 a 29 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
26186,2023-06-08 12:08:15,6,2023-06-08 12:12:53,2,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,2,4,4,3,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
26187,2023-06-08 12:27:59,6,2023-06-08 12:30:16,5,5,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,6,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajo familiar o personal no remunerado,$1.100.000 o más,No,No
26188,2023-06-08 12:40:40,6,2023-06-08 12:43:05,7,5,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Empleador/a o patrón/a,$1.100.000 o más,No,No
26191,2023-06-08 13:21:13,6,2023-06-08 13:23:06,7,7,6,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Maule.,Superior técnico profesional completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
26192,2023-06-08 13:24:02,6,2023-06-08 13:33:03,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Maule.,Superior universitaria completa.,18 a 29 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
26194,2023-06-08 13:44:46,6,2023-06-08 13:48:02,1,1,7,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,7,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,Sí,No
26198,2023-06-08 14:10:09,6,2023-06-08 14:16:30,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
26205,2023-06-08 16:18:38,6,2023-06-08 16:22:30,7,7,6,7,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,6,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
26214,2023-06-09 7:00:07,6,2023-06-09 7:03:16,1,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,Sí,No
26219,2023-06-09 8:20:02,6,2023-06-09 8:21:30,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
26220,2023-06-09 9:40:55,6,2023-06-09 9:43:22,4,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,1,4,4,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,18 a 29 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
26221,2023-06-09 9:42:23,6,2023-06-09 9:47:55,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Jubilado/a,Entre $400.000 y $599.999,No,No
26222,2023-06-09 9:50:31,6,2023-06-09 9:53:53,4,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,5,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
26223,2023-06-09 10:27:48,6,2023-06-09 10:31:00,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
26224,2023-06-09 10:34:03,6,2023-06-09 10:36:44,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Maule.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
26226,2023-06-09 11:08:58,6,2023-06-09 11:12:03,5,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,2,3,4,4,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
26227,2023-06-09 11:21:01,6,2023-06-09 11:23:16,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
26229,2023-06-09 12:00:39,6,2023-06-09 12:20:01,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
26231,2023-06-09 12:03:33,6,2023-06-09 12:07:49,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
26232,2023-06-09 12:13:51,6,2023-06-09 12:15:30,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,7,7,10,7,Masculino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
26233,2023-06-09 12:20:30,6,2023-06-09 12:25:40,7,7,5,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Antofagasta.,Media completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,Sí,No
26234,2023-06-09 12:30:49,6,2023-06-09 12:33:01,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
26239,2023-06-09 14:08:23,6,2023-06-09 14:15:08,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Atacama.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26241,2023-06-09 15:35:06,6,2023-06-09 15:46:47,7,6,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,10,6,Masculino.,Región del Biobío.,Superior técnico profesional completa.,45 a 64 años.,Jubilado/a,$1.100.000 o más,No,No
26242,2023-06-09 15:47:17,6,2023-06-09 15:51:49,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,$1.100.000 o más,No,No
26243,2023-06-09 16:16:36,6,2023-06-09 16:29:59,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Maule.,Media completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No
26244,2023-06-09 16:19:18,6,2023-06-09 16:21:18,7,7,4,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,18 a 29 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
26245,2023-06-09 16:30:32,6,2023-06-09 16:33:55,1,1,1,2,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,3,2,2,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
26251,2023-06-09 18:08:04,6,2023-06-09 18:13:28,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
26252,2023-06-09 18:21:17,6,2023-06-09 18:23:25,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
26253,2023-06-09 18:36:46,6,2023-06-09 18:42:31,7,6,1,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,6,7,10,6,Femenino.,Región de La Araucanía.,Superior técnico profesional completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
26254,2023-06-09 19:19:04,6,2023-06-09 19:22:20,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
