id,fecha_inicio,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg,mes
23163,2023-02-10 10:55:35,2023-02-10 11:07:48,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23165,2023-02-10 11:28:38,2023-02-10 11:46:15,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,2,2,1,1,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,February
23166,2023-02-10 12:47:41,2023-02-10 12:50:32,7,5,5,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23167,2023-02-10 12:47:50,2023-02-10 12:49:03,7,7,5,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Asalariado/a,Menos de $300.000,No,No,February
23168,2023-02-10 12:50:57,2023-02-10 12:57:08,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23169,2023-02-10 12:52:46,2023-02-10 12:56:14,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23171,2023-02-10 13:21:24,2023-02-10 13:22:52,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,February
23172,2023-02-10 13:31:45,2023-02-10 13:33:27,7,6,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,February
23174,2023-02-10 13:37:41,2023-02-10 13:41:44,7,5,2,5,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,6,7,8,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23175,2023-02-10 13:38:52,2023-02-10 13:48:45,7,4,1,7,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,6,2,4,10,4,Masculino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,Sí,No,February
23176,2023-02-10 13:55:04,2023-02-10 13:57:25,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,4,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,$1.100.000 o más,No,No,February
23177,2023-02-10 13:57:42,2023-02-10 14:01:18,3,2,1,3,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,1,7,4,3,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,February
23179,2023-02-10 14:18:32,2023-02-10 14:27:42,2,1,1,5,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,5,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No,February
23182,2023-02-10 14:53:50,2023-02-10 14:55:32,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,February
23185,2023-02-10 15:55:33,2023-02-10 15:58:06,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,February
23189,2023-02-10 16:48:31,2023-02-10 16:54:07,7,7,7,5,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,9,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23191,2023-02-10 16:57:23,2023-02-10 17:00:01,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,5,1,1,Otro,Región de Antofagasta.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23192,2023-02-10 18:05:09,2023-02-10 18:08:01,1,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,5,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23198,2023-02-11 07:02:11,2023-02-11 07:12:42,1,7,1,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23199,2023-02-11 07:46:37,2023-02-11 07:49:00,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23204,2023-02-11 12:45:16,2023-02-11 12:51:35,1,2,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,2,3,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,February
23209,2023-02-12 11:29:37,2023-02-12 11:33:01,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23213,2023-02-12 14:39:48,2023-02-12 14:43:15,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,3,4,1,4,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23215,2023-02-12 16:27:21,2023-02-12 16:32:28,1,1,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,2,2,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23217,2023-02-12 18:23:06,2023-02-12 18:27:09,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,3,1,1,Masculino.,Región de Los Ríos.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,February
23223,2023-02-13 08:12:13,2023-02-13 08:14:33,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,Menos de $300.000,No,No,February
23224,2023-02-13 08:32:02,2023-02-13 08:34:51,5,4,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,5,5,9,6,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,65 años o más.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,February
23226,2023-02-13 09:20:17,2023-02-13 09:23:06,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23228,2023-02-13 09:39:05,2023-02-13 09:42:07,5,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,4,4,6,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,February
23229,2023-02-13 09:45:49,2023-02-13 09:49:06,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región de Magallanes y la Antártica Chilena.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,February
23230,2023-02-13 09:58:30,2023-02-13 10:01:24,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No,February
23231,2023-02-13 11:02:57,2023-02-13 11:06:03,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23232,2023-02-13 11:06:22,2023-02-13 11:08:24,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,1,4,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,February
23234,2023-02-13 11:30:03,2023-02-13 11:32:44,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,February
23236,2023-02-13 12:04:22,2023-02-13 12:09:00,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Ñuble.,Media completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23237,2023-02-13 12:12:16,2023-02-13 12:15:20,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23240,2023-02-13 13:48:13,2023-02-13 13:51:29,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23243,2023-02-13 14:46:47,2023-02-13 15:06:03,7,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,6,10,6,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23244,2023-02-13 14:46:58,2023-02-13 14:51:53,7,7,4,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No,February
23245,2023-02-13 15:08:19,2023-02-13 15:11:54,6,5,5,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,10,6,Femenino.,Región de Los Lagos.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,Sí,February
23246,2023-02-13 15:21:02,2023-02-13 15:24:12,1,1,1,3,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,February
23247,2023-02-13 15:27:43,2023-02-13 15:29:28,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,February
23249,2023-02-13 17:31:30,2023-02-13 17:34:45,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Antofagasta.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23251,2023-02-13 18:41:38,2023-02-13 18:44:45,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Menos de $300.000,No,No,February
23252,2023-02-13 18:46:48,2023-02-13 18:49:09,4,1,1,3,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,2,3,1,2,Masculino.,Región de Valparaíso.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23253,2023-02-13 18:57:51,2023-02-13 19:00:31,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,1,2,1,1,Masculino.,Región del Biobío.,Básica incompleta.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,February
23255,2023-02-13 19:15:20,2023-02-13 20:14:24,7,3,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23256,2023-02-13 19:59:33,2023-02-13 20:04:47,7,1,1,5,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,4,5,7,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23258,2023-02-13 21:28:54,2023-02-13 21:30:50,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Maule.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,February
23259,2023-02-13 21:42:42,2023-02-13 21:44:43,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23263,2023-02-13 23:47:41,2023-02-13 23:49:33,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Los Ríos.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23264,2023-02-14 00:55:01,2023-02-14 01:01:58,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,1,1,1,Femenino.,Región del Ñuble.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23265,2023-02-14 01:03:44,2023-02-14 01:07:33,7,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,2,10,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23268,2023-02-14 07:18:28,2023-02-14 07:21:06,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,2,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,Sí,February
23269,2023-02-14 07:28:31,2023-02-14 07:31:20,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,Sí,February
23270,2023-02-14 08:27:23,2023-02-14 08:33:16,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,10,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,February
23272,2023-02-14 09:09:05,2023-02-14 09:11:05,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,6,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23273,2023-02-14 09:25:10,2023-02-14 09:31:05,4,3,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,2,5,5,1,Masculino.,Región de Antofagasta.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,February
23274,2023-02-14 10:19:00,2023-02-14 10:20:53,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $300.001 y $399.999,No,No,February
23275,2023-02-14 10:46:57,2023-02-14 10:49:40,4,3,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,3,2,7,4,Masculino.,Región de Coquimbo.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,Sí,February
23276,2023-02-14 11:16:41,2023-02-14 11:19:16,7,7,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,7,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,February
23281,2023-02-14 13:11:06,2023-02-14 13:12:43,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,February
23282,2023-02-14 13:14:11,2023-02-14 13:16:24,7,7,1,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23283,2023-02-14 13:29:34,2023-02-14 13:32:53,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,5,5,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,February
23285,2023-02-14 13:46:11,2023-02-14 13:51:27,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de La Araucanía.,Media completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,February
23286,2023-02-14 14:12:39,2023-02-14 14:16:13,7,3,2,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,5,10,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23287,2023-02-14 14:43:06,2023-02-14 14:51:46,7,7,6,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,Sí,No,February
23288,2023-02-14 14:44:15,2023-02-14 14:50:35,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23289,2023-02-14 15:15:13,2023-02-14 15:17:45,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23291,2023-02-14 16:22:44,2023-02-14 16:26:52,7,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,4,4,8,5,Masculino.,Región de Coquimbo.,Media completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,February
23295,2023-02-14 17:39:53,2023-02-14 17:41:17,7,7,7,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23297,2023-02-14 18:25:38,2023-02-14 18:27:51,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23298,2023-02-14 18:27:48,2023-02-14 18:29:26,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Maule.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No,February
23302,2023-02-14 20:14:53,2023-02-14 20:20:32,1,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,3,3,4,3,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23303,2023-02-14 20:24:04,2023-02-14 20:34:30,1,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,5,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,February
23305,2023-02-14 20:35:14,2023-02-14 20:36:52,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23309,2023-02-15 07:01:52,2023-02-15 07:03:55,6,5,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,5,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23310,2023-02-15 07:09:36,2023-02-15 07:10:58,1,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,7,10,7,Femenino.,Región de Antofagasta.,Media completa.,65 años o más.,Jubilado/a,Menos de $300.000,No,No,February
23311,2023-02-15 07:31:32,2023-02-15 07:35:58,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,February
23313,2023-02-15 08:14:44,2023-02-15 08:18:46,6,6,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23315,2023-02-15 08:38:08,2023-02-15 08:42:08,7,7,6,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,9,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí,February
23318,2023-02-15 09:33:24,2023-02-15 09:35:33,6,1,1,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,10,3,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23319,2023-02-15 09:59:15,2023-02-15 10:02:04,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,2,1,1,1,Femenino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23325,2023-02-15 12:28:32,2023-02-15 12:48:40,1,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,4,2,2,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,February
23326,2023-02-15 13:12:26,2023-02-15 13:14:23,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Desempleado/a o desocupado/a,Entre $400.000 y $599.999,No,No,February
23329,2023-02-15 14:06:39,2023-02-15 14:08:27,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23334,2023-02-15 16:28:43,2023-02-15 16:32:59,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Maule.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23339,2023-02-15 19:28:51,2023-02-15 19:31:29,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,February
